year,month,avg_daily_ED_visit,Daily Mean PM10 Concentration,Daily Mean PM2.5 Concentration,Daily Max 1-hour NO2 Concentration,Daily Max 1-hour SO2 Concentration,Daily Max 8-hour CO Concentration,Daily Max 8-hour Ozone Concentration,Daily Mean Pb Concentration
2015,9,44.07,25.54909090909091,8.24304703476482,10.93275862068966,4.352333333333335,0.2930232558139534,0.04072991071428565,0.11493333333333335
2015,10,35.45,30.263537906137184,6.894641051567237,11.594308943089434,2.6632258064516137,0.2761904761904761,0.03136971046770602,0.028600000000000004
2015,11,30.13,17.940944881889763,7.63198789101916,12.636521739130433,3.25498281786942,0.2919999999999998,0.028066666666666663,0.021500000000000002
2015,12,25.35,15.084870848708487,8.842708333333329,10.93306451612903,2.414193548387102,0.25568181818181795,0.022166666666666675,0.014533333333333336
2016,1,22.29,17.33219178082192,10.82685185185185,14.719354838709672,1.5590322580645182,0.29870129870129863,0.02711290322580646,0.011529411764705884
2016,2,25.86,18.59349593495935,9.666066066066058,12.635964912280706,1.4298611111111128,0.2580246913580246,0.031293103448275864,0.021
2016,3,29.45,19.3,9.349162011173188,14.137704918032789,3.599337748344373,0.28372093023255807,0.033549999999999996,0.0809375
2016,4,27.57,23.715254237288136,8.529230769230754,10.684615384615388,3.7373737373737383,0.24285714285714258,0.04044724770642202,0.040866666666666676
2016,5,30.84,24.59,8.34891774891775,13.388983050847465,2.150819672131149,0.3068181818181817,0.046404208194905844,0.028999999999999995
2016,6,21.93,27.81045751633987,7.29432624113475,10.313559322033896,2.798648648648648,0.24761904761904732,0.050416099773242476,0.058933333333333345
2016,7,21.29,21.359322033898305,6.20957661290322,9.47452830188679,2.5435374149659875,0.23837209302325557,0.03673576309794997,0.05240000000000001
2016,8,24.13,24.323809523809523,6.006937561942514,9.450413223140494,2.816233766233769,0.2696629213483145,0.034931447225244903,0.10099999999999999
2016,9,34.93,25.32323232323232,6.671568627450981,8.326605504587153,2.49007092198582,0.24352941176470574,0.033475869809203154,0.06857142857142857
2016,10,35.52,25.972318339100347,7.2428877005347525,12.280645161290325,3.081569965870308,0.32717391304347815,0.03021428571428561,0.06626666666666665
2016,11,32.07,27.527397260273972,9.55109034267913,14.740740740740746,2.2996666666666683,0.3372093023255812,0.026916666666666665,0.011214285714285715
2016,12,24.87,15.776173285198556,9.45225933202358,12.154838709677417,1.315161290322581,0.23466666666666658,0.023716666666666664,0.01746666666666667
2017,1,23.32,17.23856209150327,11.084538152610452,11.568888888888893,1.5827361563517917,0.28235294117647053,0.02483516483516483,0.006
2017,2,26.79,20.040441176470587,9.150116279069765,14.93333333333334,2.4257142857142875,0.3649999999999999,0.03409374999999999,0.04630769230769231
2017,3,25.61,18.389776357827476,8.42506963788301,10.077173913043483,2.087213114754099,0.23295454545454522,0.036123913043478326,0.03300000000000001
2017,4,31.17,22.386885245901638,7.600000000000012,10.017283950617285,2.706122448979594,0.2914634146341462,0.040713800904977344,0.04900000000000001
2017,5,28.71,24.44859813084112,7.0974660633484215,11.360215053763444,1.7309677419354872,0.26913580246913565,0.045395089285714056,0.0401764705882353
2017,6,21.5,27.7979797979798,7.098704902867702,10.036470588235293,2.320677966101695,0.22168674698795163,0.04914423076923068,0.0488
2017,7,20.1,30.099447513812155,8.739453551912577,9.760919540229883,0.9851711026615964,0.25857142857142834,0.04197547683923711,0.05116666666666667
2017,8,24.03,28.203488372093023,8.105567928730514,10.622580645161289,1.7144404332129968,0.27159090909090905,0.03682496607869752,0.0439
