"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2017","AQS","190130009","1","17","ug/m3 SC","16","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/05/2017","AQS","190130009","1","10","ug/m3 SC","9","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/07/2017","AQS","190130009","1","13","ug/m3 SC","12","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/12/2017","AQS","190130009","1","13","ug/m3 SC","12","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/13/2017","AQS","190130009","1","13","ug/m3 SC","12","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/16/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/19/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/22/2017","AQS","190130009","1","10","ug/m3 SC","9","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/25/2017","AQS","190130009","1","3","ug/m3 SC","3","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/28/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
