"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/20/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/21/2013","AQS","180030011","1","0.6","ppm","7","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/22/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/23/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/24/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/25/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/26/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/27/2013","AQS","180030011","1","0.9","ppm","10","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/28/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/29/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/30/2013","AQS","180030011","1","0.6","ppm","7","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"01/31/2013","AQS","180030011","1","0.6","ppm","7","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/01/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/02/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/03/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/04/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/05/2013","AQS","180030011","1","1","ppm","11","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/06/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/07/2013","AQS","180030011","1","0.9","ppm","10","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/08/2013","AQS","180030011","1","0.9","ppm","10","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/09/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/10/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/11/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/12/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/13/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/14/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/15/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/16/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/17/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/18/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/19/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/20/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/21/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/22/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/23/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/24/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/25/2013","AQS","180030011","1","1.2","ppm","14","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/26/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/27/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"02/28/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/01/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/02/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/03/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/04/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/05/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/06/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/07/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/08/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/09/2013","AQS","180030011","1","0.6","ppm","7","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/10/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/11/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/12/2013","AQS","180030011","1","0.1","ppm","1","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/13/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/14/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/15/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/16/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/17/2013","AQS","180030011","1","0.6","ppm","7","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/18/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/19/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/20/2013","AQS","180030011","1","0.6","ppm","7","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/21/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/22/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/23/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/24/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/25/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/26/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/27/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/28/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/29/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/30/2013","AQS","180030011","1","0.8","ppm","9","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"03/31/2013","AQS","180030011","1","0.7","ppm","8","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/01/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/02/2013","AQS","180030011","1","0.4","ppm","5","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/03/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/04/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/05/2013","AQS","180030011","1","0.5","ppm","6","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/06/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/07/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/08/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/09/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/10/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/11/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/12/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/13/2013","AQS","180030011","1","0.1","ppm","1","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/14/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/15/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/16/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/17/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/18/2013","AQS","180030011","1","0.3","ppm","3","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/19/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/20/2013","AQS","180030011","1","0.1","ppm","1","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
"04/21/2013","AQS","180030011","1","0.2","ppm","2","SW CORNER OF OLD FORT WAYNE CENTRAL H.S.- FWCC","24","100.0000","42101","Carbon monoxide","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.0744500527829","-85.1367288369905"
