"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2019","AQS","190330018","1","15","ug/m3 SC","14","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/06/2019","AQS","190330018","1","8","ug/m3 SC","7","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/09/2019","AQS","190330018","1","13","ug/m3 SC","12","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/12/2019","AQS","190330018","1","37","ug/m3 SC","34","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/15/2019","AQS","190330018","1","11","ug/m3 SC","10","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/18/2019","AQS","190330018","1","11","ug/m3 SC","10","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/21/2019","AQS","190330018","1","11","ug/m3 SC","10","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/24/2019","AQS","190330018","1","21","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/27/2019","AQS","190330018","1","16","ug/m3 SC","15","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/30/2019","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/02/2019","AQS","190330018","1","15","ug/m3 SC","14","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/05/2019","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/08/2019","AQS","190330018","1","8","ug/m3 SC","7","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/11/2019","AQS","190330018","1","24","ug/m3 SC","22","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/14/2019","AQS","190330018","1","20","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/17/2019","AQS","190330018","1","7","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/20/2019","AQS","190330018","1","18","ug/m3 SC","17","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/23/2019","AQS","190330018","1","18","ug/m3 SC","17","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/26/2019","AQS","190330018","1","7","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/01/2019","AQS","190330018","1","24","ug/m3 SC","22","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/04/2019","AQS","190330018","1","9","ug/m3 SC","8","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/07/2019","AQS","190330018","1","18","ug/m3 SC","17","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/10/2019","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/13/2019","AQS","190330018","1","6","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/16/2019","AQS","190330018","1","7","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/19/2019","AQS","190330018","1","15","ug/m3 SC","14","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/22/2019","AQS","190330018","1","22","ug/m3 SC","20","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/25/2019","AQS","190330018","1","13","ug/m3 SC","12","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/28/2019","AQS","190330018","1","14","ug/m3 SC","13","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/31/2019","AQS","190330018","1","9","ug/m3 SC","8","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
