"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/24/2018","AQS","191530030","1","12.4","ppb","11","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"02/25/2018","AQS","191530030","1","33.9","ppb","31","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"02/26/2018","AQS","191530030","1","20.2","ppb","19","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"02/27/2018","AQS","191530030","1","15.3","ppb","14","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"02/28/2018","AQS","191530030","1","15.2","ppb","14","CARPENTER","20","83.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/01/2018","AQS","191530030","1","14.5","ppb","13","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/02/2018","AQS","191530030","1","37","ppb","35","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/03/2018","AQS","191530030","1","7.4","ppb","7","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/04/2018","AQS","191530030","1","5.5","ppb","5","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/05/2018","AQS","191530030","1","6.3","ppb","6","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/06/2018","AQS","191530030","1","8.5","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/07/2018","AQS","191530030","1","5.4","ppb","5","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/08/2018","AQS","191530030","1","35.6","ppb","33","CARPENTER","19","79.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/09/2018","AQS","191530030","1","31.9","ppb","29","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/10/2018","AQS","191530030","1","15.3","ppb","14","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/11/2018","AQS","191530030","1","8.3","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/12/2018","AQS","191530030","1","5.9","ppb","5","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/13/2018","AQS","191530030","1","10.5","ppb","9","CARPENTER","20","83.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/14/2018","AQS","191530030","1","22.8","ppb","21","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/15/2018","AQS","191530030","1","27.4","ppb","25","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/16/2018","AQS","191530030","1","8.9","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/17/2018","AQS","191530030","1","34.1","ppb","32","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/18/2018","AQS","191530030","1","10.6","ppb","9","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/19/2018","AQS","191530030","1","15.9","ppb","14","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/20/2018","AQS","191530030","1","10.8","ppb","9","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/21/2018","AQS","191530030","1","29","ppb","27","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/22/2018","AQS","191530030","1","18.5","ppb","17","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/23/2018","AQS","191530030","1","11.2","ppb","10","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/24/2018","AQS","191530030","1","7.8","ppb","7","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/25/2018","AQS","191530030","1","7.5","ppb","7","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/26/2018","AQS","191530030","1","15.1","ppb","14","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/27/2018","AQS","191530030","1","35.1","ppb","33","CARPENTER","20","83.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/28/2018","AQS","191530030","1","17.8","ppb","16","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/29/2018","AQS","191530030","1","5.1","ppb","5","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/30/2018","AQS","191530030","1","12.8","ppb","11","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"03/31/2018","AQS","191530030","1","5.5","ppb","5","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/01/2018","AQS","191530030","1","11.8","ppb","10","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/02/2018","AQS","191530030","1","21.8","ppb","20","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/03/2018","AQS","191530030","1","9.3","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/04/2018","AQS","191530030","1","19.2","ppb","18","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/05/2018","AQS","191530030","1","12.5","ppb","11","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/06/2018","AQS","191530030","1","4.6","ppb","4","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/07/2018","AQS","191530030","1","18.9","ppb","17","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/08/2018","AQS","191530030","1","9","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/09/2018","AQS","191530030","1","14.5","ppb","13","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/10/2018","AQS","191530030","1","34","ppb","32","CARPENTER","20","83.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/11/2018","AQS","191530030","1","26.3","ppb","25","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/12/2018","AQS","191530030","1","9.4","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/13/2018","AQS","191530030","1","8.3","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/14/2018","AQS","191530030","1","6.6","ppb","6","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/15/2018","AQS","191530030","1","3.3","ppb","3","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/16/2018","AQS","191530030","1","6.7","ppb","6","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/17/2018","AQS","191530030","1","18.4","ppb","17","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/18/2018","AQS","191530030","1","6.7","ppb","6","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/19/2018","AQS","191530030","1","12.1","ppb","11","CARPENTER","20","83.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/20/2018","AQS","191530030","1","23.7","ppb","22","CARPENTER","21","88.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/21/2018","AQS","191530030","1","12","ppb","11","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/22/2018","AQS","191530030","1","14.7","ppb","13","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/23/2018","AQS","191530030","1","21.2","ppb","20","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/24/2018","AQS","191530030","1","20.9","ppb","19","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/25/2018","AQS","191530030","1","17.5","ppb","16","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/26/2018","AQS","191530030","1","28.3","ppb","26","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/27/2018","AQS","191530030","1","14.8","ppb","13","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/28/2018","AQS","191530030","1","13.7","ppb","12","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/29/2018","AQS","191530030","1","10.4","ppb","9","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"04/30/2018","AQS","191530030","1","6.3","ppb","6","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"05/01/2018","AQS","191530030","1","20","ppb","19","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"05/02/2018","AQS","191530030","1","8.9","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"05/03/2018","AQS","191530030","1","13.8","ppb","12","CARPENTER","20","83.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"05/04/2018","AQS","191530030","1","31.6","ppb","29","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"05/05/2018","AQS","191530030","1","8","ppb","8","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
"05/06/2018","AQS","191530030","1","11.1","ppb","10","CARPENTER","22","92.0000","42602","Nitrogen dioxide (NO2)","19780","Des Moines-West Des Moines, IA","19","Iowa","153","Polk","41.6031590009368","-93.643118"
